id,category,brand,title,description,price,specTableContent
675879,camera_and_photo,"""action outdoor""",action outdoor floating hand grip bobber waveinn bobber anfugen und sonderangebote,""" produktinformation action outdoor floating hand grip bobber automatisch erstellte übersetzung ursprüngliche beschreibung hier vorhanden eigenschaften:handgriff vor allem für wassersportarten gemachtsehr leicht (48gr) und 15 cm lang. halten sie ihre kamera über wasser im wasser: das schwimmende handgriff ihr tätigkeitsnocken auf der oberfläche schwimmen halten wird, und seine leuchtend gelbe farbe macht es leicht zu erkennen.verstellbarer riemen legt an ihrem handgelenk zu verhindern fallen aus jetzt action outdoor floating hand grip bobber zum besten preis kaufen! unser online shop für , waveinn macht es möglich! finden sie alle elektronik zu unglaublichen preisen. detaillierte produktbeschreibungen und produktbewertungen von unseren kunden welche bereits action outdoor floating hand grip bobber gekauft haben. los geht´s! für mehr information auf nachstehenden link klicken: spezifikationen für mehr information auf nachstehenden link klicken: handbuch grössentabelle‎ """,,
14931057,camera_and_photo,"""sony""",sony sal14tc milcslr tele lens white camera lense product data sony lense sal14tc 4905524341119,""" more>>> sony sal14tc milc/slr tele lens white camera lense: the official marketing text of sony sal14tc milc/slr tele lens white camera lense as supplied by the manufacturer - converter lens that extends the focal 1.4 times. - compatible with 70-200mm f2.8g (sal-70200g) and 300mm f2.8 (sal-300f28g). short summary description sony sal14tc milc/slr tele lens white camera lense: this short summary of the sony sal14tc milc/slr tele lens white camera lense data-sheet is auto-generated and uses the product title and the first six key specs. sony sal14tc, milc/slr, 5/4, tele lens, sony a, full frame, white long summary description sony sal14tc milc/slr tele lens white camera lense : sony sal14tc. component for: milc/slr, lens structure (elements/groups): 5/4, lens type: tele lens. color of product: white, mounting type: bayonet. diameter: 2.52"" (6.4 cm), length: 0.787"" (2 cm), weight: 6 oz (170 g). dimensions (wxdxh): 0.787 x 2.52 x 2.52"" (20 x 64 x 64 mm) this is an auto-generated long summary of sony sal14tc milc/slr tele lens white camera lense based on the first three specs of the first five spec groups. "", "" long product name sony sal14tc milc/slr tele lens white camera lense : the short editorial description of sony sal14tc milc/slr tele lens white camera lense sal-14tc - 1.4x teleconverter """,,
5280656,camera_and_photo,,nikon afs nikkor 55300mm f4556g ed vr dx lensen camera lenses  nikon lens  onestop digitalen,"""the nikon af-s nikkor 55-300mm f/4.5-5.6g ed vr zoom lens is a compact 5.5x zoom lens for dx-format d-slr cameras. its equivalent focal length in fx-format is 82.5-450mm. this lens is an excellent choice for travel, landscapes, portraits, and distant subjects. the lens focuses to 4.6' at every focal length - this versatility ensures stunning close-up shots of subjects near and far. the vr ii image stabilization allows you to handhold the your camera at up to 4 shutter speeds slower than would otherwise be possible, assuring dramatically sharper still images and stable video capture. other features include the silent wave motor for quiet accurate autofocusing, and a rounded 9-blade diaphragm that offers stunning out-of-focus highlights (bokeh). the lens elements have been treated with nikon's super integrated coating - an optical lens coating process that maximizes light transmission while enhancing clarity and contrast. all of these world-class features add up to the af-s 55-300 being an ideal lens for traveling or shooting close to home.""@en",,
12750106,camera_and_photo,,sony  cybershot rx100 202megapixel digital camera blackenus,"""exquisite image quality and creative freedom in a truly compact package. for razor-sharp images and pro-quality defocused backgrounds, the sony cyber-shot rx100 features a large, 1"" sensor and an ultrabright carl zeiss f/1.8 lens.memory card sold separately.""@en-us",,
3167600,camera_and_photo,"""canon""",canon powershot sx510 hs 121 mp cmos digital camera camera  ad 4679394 addoway,,,"Color: Black Screen Size: 3"" UPC: 13803229059 Warranty: Comes with Manufacturer Warranty. Brand: Canon Model: SX510 HS Series: Canon PowerShot MPN: 8409B001 Type: Bridge Megapixels: 12.1 MP Optical Zoom: 30x Condition: New other (see details)"
143494,camera_and_photo,,yellow fujifilm instax mini 8 cameraen  yellow camera  consumercrafts en,"""capture the moment - instantly! cute and compact, this yellow fujifilm instax mini 8 camera is also easy to use. it automatically determines the best settings for your scene and immediately prints your photos after they have been taken. fujifilm instax mini 8 camera light yellow color brightness adjustment dial auto settings: indoors, cloudy, slightly cloudy, sunny & bright shutter speed 1/60 second high-key mode constant firing flash flash range: .6m - 2.7m picture size: 62x46mm requires 2 lr6/aa-size 1.5v alkaline batteries batteries not included capacity: 10 film packs dimensions: 116mm x 118.3mm x 68.2mm with its small size, the yellow fujifilm instax mini 8 is easy to slip into your purse. you'll never miss a photo moment again!""@en",,
17100990,camera_and_photo,,canon ef 2x iii extenderen accessories  canon extender  onestop digitalen,"""the canon extender ef 2x iii is designed for select canon l-series telephoto lenses. the extender is perfect for photojournalists, nature and sports photographers who need to get close to distant and challenging subjects. the extender ef 2x iii increases the focal length of a lens by a factor of 2x while still delivering superb image quality. to ensure the best possible image quality in all shooting conditions, it also combines enhanced environmental protection, redesigned optics and improved data communication between lens and camera. the extender allows professional photographers to shoot distant subjects without having to carry a number of heavy lenses. the extender ef 2x iii features five groups of nine elements, ensuring improved optical performance. all optical elements use canon's super spectra coating, reducing ghosting and flare to minimize post-processing requirements. a new fluorine coating on the front and rear elements makes marks, such as spots left by water or fingerprints, much easier to clean than standard coatings.""@en",,
7930266,camera_and_photo,,blue fujifilm instax mini 8 cameraen  blue camera  consumercrafts en,"""capture the moment - instantly! cute and compact, this blue fujifilm instax mini 8 camera is also easy to use. it automatically determines the best settings for your scene and immediately prints your photos after they have been taken. fujifilm instax mini 8 camera light blue color brightness adjustment dial auto settings: indoors, cloudy, slightly cloudy, sunny & bright shutter speed 1/60 second high-key mode constant firing flash flash range: .6m - 2.7m picture size: 62x46mm requires 2 lr6/aa-size 1.5v alkaline batteries batteries not included capacity: 10 film packs dimensions: 116mm x 118.3mm x 68.2mm with its small size, the blue fujifilm instax mini 8 is easy to slip into your purse. you'll never miss a photo moment again! browse our full selection of holiday pastel supplies in our 2017 gift guide !""@en",,
9532590,camera_and_photo,"""gopro""",gopro composite cable rc vehicles  parts  page 31  hobby source online,"""connect your gopro camera to your tv with this composite cable (mini usb to rca) for standard definition preview and playback of your gopro videos and photos.""",,
3492043,camera_and_photo,,kingston  flash memory card 32 gb sdhc uhsi  kingston uhsi sda332gb flash memory cards cdwcom,"""move to faster performance with kingston's sdhc/sdxc uhs-i u3 flash card. with speeds of 90mb/s read and 80mb/s write, it reads up to 9x faster and writes up to 8x faster than standard class 10 sd cards. it meets the sd association's latest specification release, uhs-i u3 (ultra high-speed bus, speed class 3), which guarantees performance of at least 30mb/s and enough bandwidth to record and playback 4k2k video without interruption.users can capture cinema-quality full hd (1080p), ultra hd (2160p), 3d and 4k2k videos on high-performance cameras such as digital single lens reflex (d-slr), digital single lens mirrorless (d-slm), camcorders and video cameras. it's ideal for television recordings as well as live broadcasts, plus it lets you edit files faster and provides faster upload times, especially when using usb 3.0 card readers. its higher sustained write speeds ensure video integrity by reducing stutter and allow photographers to shoot in continuous burst mode.""","""$"", ""27.99""",
10530958,camera_and_photo,,gopro camera tethersen  gopro tethers  digital slr toronto canada store cameras aden en,""" the gopro camera tethers include five adhesive mounts and five tether straps. you can use the camera tethers and adhesive anchors to further secure your gopro camera in extreme conditions. the tethers attach to the camera housing's backdoor and the adhesive anchors attach to your gear. ""@en",,
17557436,camera_and_photo,,sony  dschx400 204megapixel digital camera blackenus,"""this sony dsc-hx400 digital camera's 20.4-megapixel, 1/2.3"" exmor r cmos sensor and carl zeiss vario sonnar t* lens allow you to take crisp photographs and high-definition video footage of subjects and scenes. built-in wi-fi simplifies file sharing.memory card sold separately.""@en-us",,
8686935,camera_and_photo,,cámara canon eos rebel t5ies,"""mega pixeles:18zoom óptico: digitalpantalla lcd: 3 pulgadasdetector de rostros y sonrisas""@es",,Marca CANON Megapixeles 18 MP TAMAÑO DE PANTALLA 3 Pulgadas DETECTOR DE ROSTROS Sí DETECTOR DE SONRISAS Sí COLOR Negro
4425577,camera_and_photo,"""gopro""@en-us",gopro hero4 blackenus film photography  page 3  eisfenus,"""hero4 black takes emmy award-winning gopro performance to the next level with our best image quality yet, plus a 2x more powerful processor that delivers super slow motion at 240 frames per second. incredible high-resolution 4k30 and 2.7k60 video combines with 1080p120 and 720p240 slow motion to enable stunning, immersive footage of you and your world. protune settings for both photos and video unlock manual control of color, iso limit, exposure and more. waterproof to 131â€™ (40m) with 12mp photos at 30 frames per second and improved audio, hero4 black is the ultimate life-capture solution for those who demand the best.what's in the box?- hero4 black camera- standardhousing131â€™(40m)- skeleton backdoor- rechargeable battery- curved adhesive mount- flat adhesive mount- quick release buckles- 3-way pivot arm- usb cable""@en-us",,
15882056,camera_and_photo,""" sony ""@en",sony alpha a7rii mirrorless digital camera m  gooden  sony good  used  trades at unique photo en,,,
10360558,camera_and_photo,,bateria leica tps 1000 geb77es bateria pentax baterias y cargadores sokkia theodolite gowin kolida baterias topografia para estacion totales topcon leica es bateria,"""bateria para estacion total leica tps 1000 geb77 nominal capacity (mah): 600typical charging time (h): 1.0""@es",,
7832514,camera_and_photo,, gateway m685 6cell liion battery squ412  machinaelectronicscom,""" replacement lithium-ion rechargeable battery pack. """,,
13041391,camera_and_photo,"""canon""@en-us",canon ste3rt speedlite transmitterenus lighting  page 4  come as you artsenus,"""canon speedlite transmitter st-e3-rt 5743b002 digital camera accessories""@en-us",,
5038303,camera_and_photo,,vanguard alta pro 263at 263at  foto erhardt,,,
16794498,camera_and_photo,"""nilox""",nilox chest mount harness foolish foolish buy and offers on waveinn,""" product description nilox chest mount harness foolish automatic translation original description available here adjustable chest harness, ideal for shooting videos from a lower point than the head, excellent for skiing, mountain biking, motocross,canoeing and kayaking and many other outdoor activities. welcome to our nilox chest mount harness foolish special offer! think in waveinn when you want to renew your material. waveinn is an online store that works together with the best national and international brands like nilox so that you can find everything you are looking for to enjoy your life. check out the available products in electronics. click on the following link to get more information about: specifications click on the following link to get more information about: manual size chart """,,
4765722,camera_and_photo,,canon canoscan 9000f mark ii escáner de cama plana 9600 x 9600dpi a4 negro plataes hp scanjet plano enterprise flow 7500  black friday 2017 es,"""210 x 297 mm 9600 x 9600 dpi 19200 x 19200 dpi 48 bit 48 bit ""@es",,
1707457,camera_and_photo,"""logitech""",photo id cameras 960000841 logitech photo cameras camera  big sales inventory and same day shipping,,,
3779923,camera_and_photo,,cámara compacta sony dscrx100,"""(13.2 x 8.8 mm) cmos, 20.2 mp, 3.6/54 x, f1.8-4.9, af, 7.62 cm (3.0 "") (7.5cm) 4:3 lcd, 5472x3648, avchd ver2.0, mp4, full hd 1080/60p, 1x micro hdmi, 1x micro usb, 213 g, black""",,
17443168,camera_and_photo,,netgear vms3230100eus ip security camera interior y exterior bala color blanco cámara de vigilanciaes dlink home panoramic hd camera dcs8200lh 1280 x 720pixeles  blac es,"""ip security camera interior y exterior 500 mhz interno mips 74k ""@es",,
10787006,camera_and_photo,"""action outdoor""",action outdoor floating hand grip bobber bobber buy and offers on swiminn,""" product description action outdoor floating hand grip bobber automatic translation original description available here features:- hand grip made mostly for water sports- very light (48gr) and 15cm long. keep your camera afloat in the water: the floating hand grip will keep your action cam floating on the surface, and its bright yellow color will make it easy to spot. - adjustable strap attaches to your wrist to prevent falling off at this moment, the product action outdoor floating hand grip bobber is in stock at swiminn. find out what other products, the brand action outdoor has at your online store. make any outfit your own with this season´s selection of action cameras arms and mounts models. at swiminn we stock the latest styles and designs of electronics. browse through our selection and find the item that suits your needs. click on the following link to get more information about: specifications click on the following link to get more information about: manual size chart """,,
5732487,camera_and_photo,,mydlink home hd monitor 360 cames cam  black friday 2017 es,"""null""@es",,
7607216,camera_and_photo,,videocámara canon hfm500es,""" • zoom optico - digital:10x • formato:avchd. mp4 • resolucion foto/video:1920x1080 • pantalla lcd:3 pulgadas • formato de grabacion:sd""@es",,
13328833,camera_and_photo,"""gigastone""",gigastone gssdxcu1128gr cyu 128gb 9p sdxc 45mbs uhsi u1 class 10 professional series secure digi,"""gs-sdxcu1128g-r cyu 128gb 9p sdxc 45mb/s uhs-i u1 class 10 professional series secure digital extended capacity card retail""","""34.98"", ""USD""",
6205401,camera_and_photo,"""gopro""@en-us",gopro hero4 silverenus video  page 4  eisfenus,"""capture your world with hero4 silver, the high-performance gopro with a built-in touch display. controlling the camera, framing shots and playing back content is ultra convenientâ€”just view, tap and swipe the screen. hero4 silver captures 1080p60 and 720p120 video with lifelike clarity, plus 12mp photos at a staggering 30 frames per second. built-in video trimming lets you create and save short highlight clips for easy sharing. hilight tag enables you to mark key moments to make them easier to find later. waterproof to 131â€™ (40m), hero4 silver combines versatility and high-performance capture with the convenience of a touch display.what's in the box?- hero4 silver camera with built-in touch display- standard housing 131â€™(40m)- skeleton + touch backdoors- rechargeable battery- curved adhesive mount - flat adhesive mount - quick release buckles- 3-way pivot arm- usb cable""@en-us",,
8201930,camera_and_photo,"""transcend""",transcend premium 400x compact flash card 16gb ,,,
13957999,camera_and_photo,,sony  35mm f18 prime lens for most nex emount cameras blackenus,"""with built-in optical steadyshot image stabilization, this sony sel35f18 35mm prime lens helps you achieve crisp, clear images with your compatible sony nex e-mount camera. the 2 motors offer quiet and smooth operation for shooting videos.""@en-us",,
11113737,camera_and_photo,,nikon 18105mm f3556g ed vr afs dx nikkor autofocus lensen lens  fumfiecomen,,,
9503835,camera_and_photo,,canon powershot sx540 hs hs  foto erhardt,,,
16052185,camera_and_photo,,bateria leica geb111es batteria geb211 bateria geb221 estacion total tps 1000 geb77 1 es para geb111 recargable nimh para 400 geb70 y 2000 geb187,"""bateria leica geb111 para: tps100, 300, 400, 700 & 800 series total stations""@es",,
10499479,computers_and_accessories,,sandisk ultra  flash memory card 64 gb sdxc uhsi  sandisk uhsi sdsdunc064ggn6in flash memory cards cdwcom,"""extremely fast card to take better pictures and full hd videos with your compact to mid-range point-and-shoot cameras and camcorders. with this sandisk ultra card you'll benefit from faster downloads, high capacity, and better performance to capture and store a lot of high quality pictures and full hd video. take advantage of ultra-fast read speeds to save time moving photos and videos from the card to your computer. also, this sandisk ultra card is waterproof, temperature proof, x-ray proof, shock-proof.""",,
151306,camera_and_photo,,canon eos 5d mark iv digital slr camera body onlyen  search results at unique photo en,""" canon eos 5d mark iv dslr camera 30.4mp full-frame cmos sensor digic 6+ image processor dual pixel cmos af systems dci 4k video recording 3.2"" 1.62m-dot clear view ii lcd screen intelligent viewfinder ii digital lens optimizer technology mirror vibration control system built-in gps module, wi-fi and nfc color: black related mobile apps: canon camera connect ""@en",,
9503835,camera_and_photo,,canon powershot sx540 hs hs  foto erhardt,,,
7701187,camera_and_photo,,dlink cloud camera 7100en 7100 dcs7010len,,,
14635088,camera_and_photo,,full hd cloud wless ip camera camera  tradineurcom,"""tipología aparato: videocámara; tecnología: digital; forma: estandar; movimiento: no; day&night: sí; sensor: cmos; lugar de uso frecuente: interno""",,
6345298,camera_and_photo,"""ksix""",ksix wrist support for gopro and sport cameras motardinn cameras kup i oferty,""" opis produktu ksix wrist support for gopro and sport cameras automatyczne tłumaczenie oryginaly opis dostępny tutaj akcesoria do kamer gopro ksix i kamer działania przynoszą ochronę sprzętu i pozwala na podjęcie filmy do następnego poziomupobierz unikalnych zdjęć z ręki i ramiona robiąc swój ulubiony sport. lub po prostu znaleźć kąt dla filmów.cechy:typ odpowiedzialny: kamera akcjapodłączenie: specyficzne urządzeniarozmiar: specyficzne urządzenianfc: niespecyfikacja techniczna:ksix wrist housing dla kamer gopro i kamer akcjiustaw urządzenie kamery do nadgarstka i znaleźć najlepsze kątyzawiera adapter montażowy do kamer cyfrowych co sądzisz o ksix wrist support for gopro and sport cameras w najlepszej cenie? super, prawda? nie zwlekaj i kupuj w naszym sklepie , czekałeś na to wystarczająco długo. wyposaż się dobrze i delektuj się codzienna aktywnością w pełni z ksix. a najlepsze jest to, że masz najlepszą cenę na rynku na artykuły elektronika . kliknij na link aby uzyskać więcej informacji: specyfikacja kliknij na link aby uzyskać więcej informacji: ręczne tabela rozmiarów """,,
1846520,camera_and_photo,"""manfrotto""@en",manfrotto 055 series 67 3section carbon fiber tripoden,"""manfrotto 055 series 67"" 3-section carbon fiber tripod""@en",,"Material: Carbon Collection/Series: 055 Leg Type: Single Leg Lock Type: Flip Lock Closed Length: 24.8 in. (63cm) Max Height: 66.9 in. (170cm) Min Height: 3.5 in. (9cm) Base Type: Flat Color: Black Safe Payload: 19.8 lbs. (9kg) Maximum Height (with Center Column Down): 55.1 in. (140cm) Weight: 4.4 lbs. (2kg) Leg Angles: 25°, 46°, 66°, 88° Bubble Spirit Level (no.): 1 Center Column: Rapid Top Attachment: 3/8"" screw Maximum Working Temperature: 140° F (60° C) Minimum Working Temperature: -22° F (-30° C) Legs Tube Diameters: 1.15, 0.98, 0.8 in. (29.2, 24.8, 20.4mm)"
6630990,camera_and_photo,,nikon flash sb700fr sb700  018208048083 avisfr,,,
13501835,camera_and_photo,"""canon""",canon remote switch rs60 e3 remote controls  all tech toys,"""the rs-60e3 remote switch as remote switch convenience to your slr camera. the remote switch is simple to plug in and replicates all shutter release button functions. the rs-60e3 is compatible with the canon rebel, rebel eos and some canon eos cameras. the canon rs60 e3 replicates the functions of the shutter release button. the remote switch, on a 2-foot cable, is quite compact, and is compatible with the canon eos rebel 2000, eos rebel x/xs, eos rebel g, eos elan ii, eos elan iie, and eos ix.""",,
10052276,camera_and_photo,,canon powershot sx540 hs cámara compacta 203mp 123 cmos 5184 x 3888pixeles negroes hp q6265a holster case azul estuche para cámara fotográfica  black es,"""cámara compacta 20,3 mp 1/2.3\"" cmos 5184 x 3888 pixeles ""@es",,
10309317,camera_and_photo,"""canon""@en-us",canon eos rebel t3i digital slr camera body only discontinued by manufacturerenus interchangeable lens cameras  eisfenus,"""canon eos rebel t3i 18 mp cmos digital slr camera and digic 4 imaging. comes with a battery and charger. the usb cable and an avi accessories are included.eos rebel t3i body, ef-s 18-55mm f/3.5-5.6 is type ii lens, eyecup ef (not shown), wide strap ew-100dbiii, usb interface cable ifc-130u, av cable avc-dc400st, battery pack lp-e8, battery charger lc-e8e and eos digital solution disk and instruction manuals ""great photography is easy"" booklet and ""do more with macro"" booklet (not shown).what's in the box: canon eos rebel t3i digital camera (body only), lp-e8 rechargeable lithium-ion battery pack (7.2v, 1120mah), lc-e8e battery charger, wide strap, interface cable, avc-dc400st stereo av cable, eos digital solution disk, software instruction manual cd-rom, camera instruction manual and 1-year limited warranty.""@en-us",,
14993396,camera_and_photo,,canon vixia hf m500 hfm500 flash memory camcorderen camcorder  fumfiecomen,,,
7960008,camera_and_photo,,smart home hd starter kitpt dch100kt smart kit  dlink portugalpt,""" this clever little starter kit gives you the ability to set, control, monitor and automate your home from anywhere. the smart home hd starter kit includes a smart plug (dsp-w215), a wi-fi motion sensor (dch-s150) and a monitor hd (dcs-935l). download the datasheet. list retailers ""@pt",,
9582030,camera_and_photo,"""nilox""",nilox f60 reloaded full hd wifi wifi kup i oferty smashinn,""" opis produktu nilox f60 reloaded full hd wifi automatyczne tłumaczenie oryginaly opis dostępny tutaj pokaż swój punkt widzenia z nowym f 60 reaktywacja; mniejsze, lżejsze; ekran i zdalne sterowanie włączone. wyposażony w nowy czujnik potężnym obrazu: nagrać swoje emocje w 1080p / 60 klatek na sekundę i udostępniać swoje filmy i zdjęcia za pośrednictwem wi fi w czasie rzeczywistym za pomocą smartfona lub tabletu. zabierz swoje nilox wszędzie!generał:typologia: akcja camgłówny system pamięci: micro sdtryb zdjęć: siczujnik:typologia: cmostechnologia: czujnik genericilość czujników: 1wymiary: 1/3całkowita rozdzielczość: 2,07 megapikselirzeczywista rozdzielczość wideo: 2,07 megapikselirzeczywista rozdzielczość zdjęcia: 16 megapikseliprocesor obrazu: ogólny standardfiltr: foxlensmonitor:typologia: tftrozdzielczość: 115,200 pikseliformat: 16: 9wymiary: 2wizjer:typologia: wizjer niedostępnaformat: wizjer niedostępnarozdzielczość: 8.000 pikseliwymiary: 0obiektyw:typologia: obiektyw genericzoom optyczny: 0 xzoom cyfrowy: 4 xprawdziwe długość ostrości (4: 3) min: 2,5 mm.prawdziwe długość ostrości (4: 3) maksymalna: 2,5 mm.rzeczywista długość ostrości (4: 3) min: 2,5 mm.rzeczywista długość ostrości (4: 3) maksymalna: 2,5 mm.prawdziwe długość ostrości (16: 9) min: 2,5rzeczywista długość ostrości (16: 9) max: 2,5rzeczywista długość ostrości (16: 9) min: 2,5rzeczywista długość ostrości (16: 9) max: 2,5min. otwór przysłony: f 2,8.max. przysłona obiektywu: 2,8 fśrednica filtra: 10 mmnagranie:format wideo 16: 9sivideo format 4: 3: nievideo format 3: 2: niezdjęcie rejestracji format: jpegrejestrowanie w formacie mpeg2: nierejestrowanie w formacie mpeg4: nierejestrowanie w formacie hdv: sirejestrowanie w formacie avc: sirejestrowanie w formacie avchd: sirejestrowanie w formacie mov: siinne formaty wideo: reloaded można ustawić w rozdzielczości full hd (60 i 30 klatek na sekundę) oraz hd ready (60 e 30 fps)rejestrowanie lp: niedźwięk system pamięci: brakstandard ntsc: sipal: sistandardowe secam: niestabilizator:tryb: authomaticoświetlenie:tryb nocny: nieminimalne oświetlenie: 0 luxlampa wideo: siflash: nieskupienie:typ: stała ostrośćręczne ustawianie ostrości: nietwarze wykrywanie: sifunkcja makro: nieminiamal odległość ogniskowania: 0,25 cm.ekspozycja:tryb sport ae: sitryb plaża / śnieg ae: nietryb nocny ae: nietryby ae inne: brakbilans podświetlenia: niebalans bieli:typ: zintegrowany photodiodopresets: authomatic, wschodzące słońce, chmury, oświetlenie fluorescencyjne, sztuczne oświetleniemigawka:min prędkość: 1/15 sekprędkość maksymalna: 1/30 smikrofon:technologia: genericilość kanałów: 2pamięć:główne wsparcie: micro sdwtórna wsparcie: micro sdwymiar wewnętrzny wspomnienia: 0 gbhdd memorys wymiar: 0 gbustawienia obrazu:funkcje regulacja obrazu: brakefekty obrazu: brakróżne rodzaje fades: brakredukcja szumów: brakrozkład:zdjęcia szerokość obrazu: 2,448 pixelzdjęcia wysokość obrazu: 3,264 pixelconnectionsl:podwozie stopki akcesoriów: niehdmi: 1wejście komponentowe: niewejście composite video: niewejście dv: niewejście mikrofonu: niewejście supplay zasilania: siwejście s video: niekomponent wyjściowa: niewyjście dv: niesłuchawki wyjściowe: 0wyjście s-video: nievideocomposite wyjściowa: niepołączenie usb: sisystem:system requirementssoftware: microsoft windows xp / vista / 7/8/10sprzęt: intel / amd dual cpu rdzeń lub niższy 1gb ram, 2 gb wolnej pamięci na dysku twardym, usb 2.0 / 3.0inne cechy:tryb demo: brakfunkcja edycji: niemenu wielojęzyczna: włoski, angielski, francuski, niemiecki, portugalski, hiszpański, greckipictbridge suppport: niestandardowy statyw grip: sizasilanie:jony litowe: akumulatormaksymalny czas pracy akumulatora w normalnych warunkach: 170 min.w pudełku:akumulator bateria: siuzupełnienie wielokrotnego ładowania baterii: niezasilanie: brakkabel usb: sikabel dv: niekabel hdmi: nieaudio / video podłącz kabel: nieosłona obiektywu: niepilot: siinstrukcja obsługi: siprodukty kit: brakpozostałe dostępne akcesoria: wodoszczelna (do 45 m), pilot, klej uchwyt na płaskich powierzchniach i uchwytem klejącej na powierzchniach zakrzywionych, zestawu montażowego.rozmiar:szerokość: 59 mm.wysokość: 44 mm.głębokość: 24 mm.waga: 50,2 g. nie czekaj dłużej i kup nilox f60 reloaded full hd wifi. jeśli potrzebujesz więcej informacji o nilox f60 reloaded full hd wifi, możesz skontaktować się z smashinn, poprzez nasz formularz kontaktowy. smashinn oferuje ekskluzywne produkty elektronika dla i innych aktywności. nasze elektronika sprawią, że będziesz cieszyć się z uprawiania ulubionego sportu i codziennych aktywności oraz jakości sprzętu kamery sportowe. kliknij na link aby uzyskać więcej informacji: specyfikacja kliknij na link aby uzyskać więcej informacji: ręczne tabela rozmiarów """,,
5858658,camera_and_photo,"""canon""@en-us",canon powershot a2300 is 160 mp digital camera with 5x optical zoom blackenus point  shoot cameras  eisfenus,"""the canon powershot a2300 16mp compact digital camera, in black, is simple and stylish. this chic compact camera is packed with advancements that make it easy to get a great shot every time. smart auto recognizes 32 predefined shooting situations then automatically picks the proper camera settings for you. saving memories in breathtakingly realistic 720p hd is as easy as pressing the dedicated movie button. you will see extraordinary resolution and fast performance with the 16.0 megapixel image sensor and digic 4 image processor, and capture more dynamic, exciting images with the 5x optical zoom with 28mm wide-angle lens. digital is greatly reduces blur by recognizing the main subject and applying the best camera shake correction. easy quality that is easily affordable. that's the powershot a2300 digital camera.""@en-us",,
9701066,camera_and_photo,,mydlink home monitor 360es dlink camara wireless n hd mydlink  black friday 2017 es,"""null""@es",,
9619859,camera_and_photo,"""fujifilm""",fujifilm instax mini 8 instant film camera pink  fujifilm pink  pictureline,,,
8729714,camera_and_photo,,logitech bcc950 conferencecam  web camera  logitech camera 960000866 conference room video cdwcom,"""it combines hd 1080p 30fps video with high-quality full-duplex speakerphone clarity for business-grade video conferencing. uvc h. 264 onboard technology helps ensure quick plug-and-play functionality on both pcs and macs - no software to install. the built-in, full duplex speakerphone and noise-canceling microphone allow all meeting members to hear and be heard clearly up to 8 feet away from the base.""","""$"", ""283.99""",
14352434,computers_and_accessories,"""toshiba""",toshiba sdk08g2b8 cqx 8gb 9p sdhc r15mbs w5mbssecure digital class 4 bulk,"""sd-k08g2b8 cqx 8gb 9p sdhc r15mb/s w5mb/ssecure digital class 4 bulk""","""USD"", ""5.85""",
12981473,camera_and_photo,,canon powershot g7 x mark iienus ii  infocus camera  imagingenus,""" what's included powershot g7 x mark ii battery pack nb-13l battery charger cb-2lh wrist strap ws-dc12 ""@en-us",,
6030180,camera_and_photo,"""kingston""@en-us",kingston digital 16 gb class 4 microsdhc flash card with sd adapter sdc416gbetenus micro cards  all tech toysenus,"""this kingston 16gb microsd / transflash card w/sd adapter is for you to expand the memory capacity for your compatible device like cell phone, pdas, digital camera, music players, and more cool device that is with a microsd card slot available. it is ideal for storing media-rich files such as music, videos, and photographs. features include high storage capacity for storing essential digital content such as high quality photos, videos, music and more slot compatibility.""@en-us",,
16487367,camera_and_photo,,c2g rapidrun  coupling ring  c2g ring 98015 audiovideo cables cdwcom,"""two coupling rings are provided with every pc (yellow) and multimedia (blue) rapidrun runner cable for connecting break-away flying leads or wall plates. this 2-pack is available to replace those rings that are lost or misplaced.after installation, remove the pulling cap from the runner cable. attach the coupling ring to the runner cable. each end of the coupling ring has different threads. the knurled end will face away from the cable. connect the break-away flying lead or wall plate to the runner cable via the coupling ring.""","""$"", ""5.99""",
6129370,other_electronics,,webcam logitech c310 hd 720p 5,"""webcam logitech c310 hd 720p 5 mp""",,
13233489,camera_and_photo,"""gopro""@fr",fixation pour pied photorapidefr kit de fixation camera photo rapi gopro  à 12 00 fr,,,
12686174,camera_and_photo,,canon battery charger cg800 for 800 series batteriesen batteries 2590b002en,,,
17100556,camera_and_photo,, full hd camcorder hdchs60k en en panasonic product support  hdchs60ken,""" features 35.7mm wide lens & 35x intelligent zoom power ois intelligent auto with face recognition black ""@en",,
7666385,camera_and_photo,,canon eos 5d mark iv camera with 24105mm f 4l is ii usm lens blacken 1483c010en lens,,,
5977205,camera_and_photo,,vanguard alta pro 263at tripoden  vanguard tripod  digital slr camera aden en toronto canada store cameras,""" alta pro tripods have unmatched flexibility, stability and enabling more angle possibilities than ever before. central column moves from 0 to 180 degrees aluminum alloy quick-flip leg locks legs adjust to 25, 50 and 80-degree angles maximum height: 165cm minimum height: 63cm maximum load: 7kg limited lifetime warranty ""@en",,
16960245,camera_and_photo,"""veho""@en-us",veho vcc005muvihd10 mini handsfree action cam with wireless remote 4gb memory and helmet mounting bracketenus sports  video cameras  page 4  come as you artsenus,"""veho's vcc-005-muvi-hd10 mini hd camcorder is an economic, wearable camcorder with 1080p hd recording and digital still capture.""@en-us",,
17241356,camera_and_photo,"""canon""",canon bge21 battery grip 6d mark ii  canon ii  pictureline,,,
